Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Rex Ying, Ruining He, Kaifeng Chen, Pong Eksombatchai, William L. Hamilton, Jure Leskovec, ACM","Graph Convolutional Neural Networks for Web-Scale Recommender Systems",2018,"Kdd'18: Proceedings Of The 24th Acm Sigkdd International Conference On Knowledge Discovery & Data Mining","","","",1,"2022-07-13 16:52:25","Proceedings Paper","10.1145/3219819.3219890","","",,,974,983,0,0.00,0,7,4,"","",""
0,"Peter U. Diehl, Matthew Cook","Unsupervised learning of digit recognition using spike-timing-dependent plasticity",2015,"Frontiers In Computational Neuroscience","","","",2,"2022-07-13 16:52:25","Article","10.3389/fncom.2015.00099","","",9,,,,0,0.00,0,2,7,"","",""
0,"KW Boyack, R Klavans, K Borner","Mapping the backbone of science",2005,"Scientometrics","","","",3,"2022-07-13 16:52:25","Article","10.1007/s11192-005-0255-6","0138-9130","",64,3,351,374,0,0.00,0,3,17,"","",""
0,"HR BERENJI, P KHEDKAR","LEARNING AND TUNING FUZZY-LOGIC CONTROLLERS THROUGH REINFORCEMENTS",1992,"Ieee Transactions On Neural Networks","","","",4,"2022-07-13 16:52:25","Article","","1045-9227","",3,5,724,740,0,0.00,0,2,30,"","",""
0,"Liang Yao, Chengsheng Mao, Yuan Luo, AAAI","Graph Convolutional Networks for Text Classification",2019,"Thirty-Third Aaai Conference On Artificial Intelligence / Thirty-First Innovative Applications Of Artificial Intelligence Conference / Ninth Aaai Symposium On Educational Advances In Artificial Intelligence","","","",5,"2022-07-13 16:52:25","Proceedings Paper","","","",,,7370,7377,0,0.00,0,4,3,"","",""
0,"Sebastian Bosse, Dominique Maniry, Klaus-Robert Mueller, Thomas Wiegand, Wojciech Samek","Deep Neural Networks for No-Reference and Full-Reference Image Quality Assessment",2018,"Ieee Transactions On Image Processing","","","",6,"2022-07-13 16:52:25","Article","10.1109/TIP.2017.2760518","1057-7149","",27,1,206,219,0,0.00,0,5,4,"","",""
0,"Sunil Luthra, Kannan Govindan, Devika Kannan, Sachin Kumar Mangla, Chandra Prakash Garg","An integrated framework for sustainable supplier selection and evaluation in supply chains",2017,"Journal Of Cleaner Production","","","",7,"2022-07-13 16:52:25","Article","10.1016/j.jclepro.2016.09.078","0959-6526","",140,,1686,1698,0,0.00,0,5,5,"","",""
0,"S Schaal, CG Atkeson","Constructive incremental learning from only local information",1998,"Neural Computation","","","",8,"2022-07-13 16:52:25","Article","","0899-7667","",10,8,2047,2084,0,0.00,0,2,24,"","",""
0,"M Matsugu, K Mori, Y Mitari, Y Kaneda","Subject independent facial expression recognition with robust face detection using a convolutional neural network",2003,"Neural Networks","","","",9,"2022-07-13 16:52:25","Article","10.1016/S0893-6080(03)00115-1","0893-6080","",16,5,555,559,0,0.00,0,4,19,"","",""
0,"YC CHEN, CC TENG","A MODEL-REFERENCE CONTROL-STRUCTURE USING A FUZZY NEURAL-NETWORK",1995,"Fuzzy Sets And Systems","","","",10,"2022-07-13 16:52:25","Article","","0165-0114","",73,3,291,312,0,0.00,0,2,27,"","",""
